idade_pessoa,renda_pessoa,propriedade_casa_pessoa,tempo_emprego_pessoa,intencao_emprestimo,grau_emprestimo,valor_emprestimo,taxa_juros_emprestimo,status_emprestimo,percentual_renda_emprestimo,inadimplente_pessoa,grau_emprestimo_encoded
21.0,19968.0,Rent,4.0,Education,C,5000.0,12.935895507004235,1.0,0.25,N,2.0
25.0,30000.0,Mortgage,0.0,Homeimprovement,C,6000.0,14.35,0.0,0.2,Y,2.0
33.0,43200.0,Mortgage,2.0,Debtconsolidation,A,5000.0,7.51,0.0,0.12,N,0.0
30.0,48000.0,Rent,1.0,Education,B,7200.0,10.39,0.0,0.15,N,1.0
34.0,70000.0,Rent,1.0,Education,B,6000.0,11.89,0.0,0.09,N,1.0
30.0,38220.0,Mortgage,1.0,Debtconsolidation,A,9775.0,7.96277204063531,0.0,0.26,N,0.0
25.0,64500.0,Own,4.0,Personal,C,12000.0,13.48,0.0,0.19,Y,2.0
22.0,75000.0,Mortgage,6.0,Debtconsolidation,A,6000.0,7.74,0.0,0.08,N,0.0
28.0,60000.0,Rent,3.0,Debtconsolidation,A,19200.0,7.88,1.0,0.32,N,0.0
23.0,59880.0,Rent,0.0,Medical,B,15000.0,10.508580109191723,0.0,0.25,N,1.0
23.0,170000.0,Rent,7.0,Education,B,12000.0,11.11,0.0,0.07,N,1.0
23.0,36000.0,Rent,2.0,Medical,A,8000.0,7.51,1.0,0.22,N,0.0
28.0,42000.0,Rent,9.0,Medical,D,12250.0,14.59,1.0,0.29,N,3.0
38.0,104800.0,Mortgage,6.0,Venture,A,14000.0,6.03,0.0,0.13,N,0.0
54.0,125000.0,Mortgage,13.0,Personal,A,12000.0,6.62,0.0,0.1,N,0.0
26.0,85000.0,Mortgage,2.0,Medical,B,8000.0,11.14,0.0,0.09,N,1.0
22.0,72000.0,Rent,2.0,Education,A,8000.0,7.9,0.0,0.11,N,0.0
26.0,45760.0,Rent,8.0,Debtconsolidation,C,11500.0,11.78,0.0,0.25,N,2.0
28.0,11029.0,Mortgage,12.0,Debtconsolidation,C,2150.0,10.78,1.0,0.19,Y,2.0
22.0,70000.0,Rent,2.0,Personal,A,20000.0,6.91,0.0,0.29,N,0.0
37.0,58000.0,Rent,9.0,Venture,B,18200.0,10.99,1.0,0.31,N,1.0
21.0,30000.0,Mortgage,6.0,Medical,A,3000.0,5.99,0.0,0.1,N,0.0
28.0,91000.0,Mortgage,12.0,Medical,C,21000.0,13.35,0.0,0.23,Y,2.0
27.0,97000.0,Mortgage,0.0,Venture,A,12000.0,6.91,0.0,0.12,N,0.0
38.0,33000.0,Rent,2.0,Venture,D,2000.0,16.89,1.0,0.06,N,3.0
33.0,25000.0,Rent,6.0,Personal,A,2800.0,9.32,0.0,0.11,N,0.0
27.0,34000.0,Rent,7.0,Medical,C,7000.0,15.96,0.0,0.21,Y,2.0
31.0,34000.0,Rent,9.0,Venture,B,15000.0,9.88,1.0,0.44,N,1.0
38.0,81120.0,Mortgage,5.0,Homeimprovement,B,8000.0,11.12,0.0,0.1,N,1.0
27.0,100970.0,Mortgage,5.0,Venture,B,20000.0,11.99,0.0,0.2,N,1.0
26.0,125000.0,Mortgage,3.0,Education,D,24000.0,15.28,0.0,0.19,Y,3.0
26.0,95000.0,Mortgage,9.0,Venture,D,17000.0,15.65,0.0,0.18,N,3.0
27.0,48000.0,Rent,4.0,Debtconsolidation,B,4200.0,10.74,0.0,0.09,N,1.0
26.0,37500.0,Rent,6.0,Debtconsolidation,C,13250.0,13.49,1.0,0.35,Y,2.0
24.0,83000.0,Rent,8.0,Personal,D,9000.0,15.05,1.0,0.11,Y,3.0
27.0,68500.0,Rent,4.0,Homeimprovement,A,8000.0,6.62,0.0,0.12,N,0.0
27.0,24000.0,Own,2.0,Venture,C,6000.0,12.53,0.0,0.25,N,2.0
35.0,110000.0,Mortgage,7.0,Education,A,10200.0,5.42,0.0,0.09,N,0.0
25.0,92000.0,Mortgage,9.0,Medical,B,13000.0,11.26,0.0,0.14,N,1.0
23.0,54400.0,Rent,2.0,Medical,D,5000.0,16.49,1.0,0.08,N,3.0
35.0,106500.0,Mortgage,4.0,Personal,A,14550.0,7.999934766599325,0.0,0.14,N,0.0
31.0,24000.0,Rent,0.0,Personal,D,4400.0,15.62,1.0,0.18,N,3.0
22.0,48000.0,Rent,6.0,Education,A,15000.0,7.51,1.0,0.31,N,0.0
28.0,58000.0,Mortgage,11.0,Debtconsolidation,B,6700.0,9.99,0.0,0.12,N,1.0
26.0,125000.0,Mortgage,4.0,Personal,C,14800.0,13.012166651391112,0.0,0.12,Y,2.0
24.0,50000.0,Rent,2.0,Homeimprovement,B,7500.0,10.01,0.0,0.15,N,1.0
40.0,150000.0,Mortgage,5.0,Personal,B,12000.0,10.37,0.0,0.08,N,1.0
23.0,88000.0,Rent,4.0,Homeimprovement,A,4000.0,7.14,1.0,0.05,N,0.0
22.0,35000.0,Rent,1.0,Education,B,9600.0,11.99,0.0,0.27,N,1.0
38.0,36000.0,Mortgage,3.0,Homeimprovement,C,6000.0,13.99,0.0,0.17,Y,2.0
29.0,36000.0,Rent,4.0,Education,A,6000.0,5.99,0.0,0.17,N,0.0
26.0,80000.0,Mortgage,6.0,Personal,B,15000.0,12.53,0.0,0.19,N,1.0
28.0,60000.0,Rent,12.0,Personal,B,20000.0,10.99,1.0,0.33,N,1.0
36.0,34000.0,Rent,5.0,Medical,C,5500.0,12.29,0.0,0.16,N,2.0
24.0,90000.0,Mortgage,1.0,Personal,C,12000.0,12.990374895852005,0.0,0.13,Y,2.0
26.0,116600.0,Rent,2.0,Homeimprovement,C,7500.0,11.59,0.0,0.06,Y,2.0
29.0,140000.0,Mortgage,4.0,Education,C,16775.0,14.27,0.0,0.12,Y,2.0
24.0,105000.0,Mortgage,8.0,Education,B,13000.0,9.91,0.0,0.12,N,1.0
47.0,54996.0,Mortgage,7.0,Medical,B,9000.0,10.38,0.0,0.16,N,1.0
43.0,60000.0,Rent,2.0,Education,D,10000.0,13.24,1.0,0.17,Y,3.0
25.0,159600.0,Rent,0.0,Personal,D,30000.0,17.27,1.0,0.19,Y,3.0
30.0,91000.0,Mortgage,9.0,Debtconsolidation,B,18500.0,12.42,0.0,0.2,N,1.0
24.0,26000.0,Rent,1.0,Medical,C,5375.0,13.47,0.0,0.21,Y,2.0
23.0,65000.0,Rent,2.0,Education,A,28000.0,7.9,1.0,0.43,N,0.0
21.0,18492.0,Rent,0.0,Education,D,5000.0,12.92,1.0,0.27,Y,3.0
30.0,168000.0,Rent,1.0,Debtconsolidation,D,18000.0,14.46,1.0,0.11,Y,3.0
22.0,69383.0,Mortgage,6.0,Personal,C,8500.0,12.96313520142812,0.0,0.12,Y,2.0
24.0,69000.0,Mortgage,3.0,Personal,B,11000.0,10.62,0.0,0.16,N,1.0
65.0,133000.0,Mortgage,2.0,Debtconsolidation,E,18000.0,18.04735770719732,1.0,0.14,N,4.0
33.0,248735.0,Rent,4.0,Debtconsolidation,D,25000.0,14.11,1.0,0.1,Y,3.0
23.0,30000.0,Rent,0.0,Education,C,6000.0,13.49,0.0,0.2,Y,2.0
21.0,32000.0,Rent,5.0,Debtconsolidation,A,6000.0,5.42,0.0,0.19,N,0.0
41.0,52106.0,Rent,4.0,Education,C,5000.0,12.84,1.0,0.1,N,2.0
22.0,38400.0,Mortgage,4.0,Debtconsolidation,A,10000.0,5.42,0.0,0.26,N,0.0
27.0,26400.0,Rent,3.0,Venture,C,2500.0,13.23,0.0,0.09,Y,2.0
42.0,52400.0,Mortgage,14.0,Homeimprovement,B,21000.0,10.38,0.0,0.4,N,1.0
23.0,55000.0,Mortgage,1.0,Education,B,4400.0,10.59,0.0,0.08,N,1.0
35.0,55596.0,Rent,2.0,Education,B,10800.0,9.91,0.0,0.19,N,1.0
37.0,800000.0,Mortgage,10.0,Debtconsolidation,B,15000.0,11.36,0.0,0.02,N,1.0
31.0,275000.0,Mortgage,9.0,Personal,C,25000.0,13.85,0.0,0.09,N,2.0
26.0,47000.0,Rent,1.0,Debtconsolidation,B,6000.0,10.33,0.0,0.13,N,1.0
36.0,50000.0,Rent,6.0,Venture,C,7200.0,13.98,0.0,0.14,N,2.0
24.0,26400.0,Mortgage,0.0,Debtconsolidation,A,6000.0,8.9,0.0,0.23,N,0.0
25.0,60000.0,Rent,3.0,Personal,C,12000.0,14.26,0.0,0.2,N,2.0
27.0,40000.0,Mortgage,7.0,Venture,A,13000.0,7.88,0.0,0.33,N,0.0
28.0,122000.0,Mortgage,11.0,Venture,D,15000.0,16.77,0.0,0.12,Y,3.0
34.0,37000.0,Own,17.0,Education,A,5000.0,7.9,0.0,0.14,N,0.0
32.0,45000.0,Mortgage,8.0,Debtconsolidation,A,2100.0,6.99,0.0,0.05,N,0.0
23.0,45000.0,Rent,2.0,Personal,B,12000.0,11.83,0.0,0.27,N,1.0
37.0,60000.0,Mortgage,4.0,Education,C,12000.0,12.73,0.0,0.2,Y,2.0
33.0,45000.0,Rent,4.0,Education,A,12000.0,7.88,0.0,0.27,N,0.0
39.0,60000.0,Rent,4.0,Debtconsolidation,A,4300.0,7.49,0.0,0.07,N,0.0
24.0,92000.0,Mortgage,9.0,Debtconsolidation,B,22000.0,10.99,0.0,0.24,N,1.0
31.0,70550.0,Rent,2.0,Medical,D,16000.0,17.49,1.0,0.19,N,3.0
35.0,31732.0,Mortgage,0.0,Debtconsolidation,C,8000.0,13.92,1.0,0.25,N,2.0
24.0,88000.0,Mortgage,8.0,Homeimprovement,D,25000.0,14.54,0.0,0.28,N,3.0
28.0,110000.0,Mortgage,12.0,Personal,B,22400.0,10.566172605973652,0.0,0.2,N,1.0
28.0,144000.0,Rent,12.0,Personal,B,10000.0,9.99,0.0,0.07,N,1.0
30.0,21300.0,Rent,1.0,Debtconsolidation,C,4000.0,12.87,0.0,0.19,Y,2.0
33.0,24996.0,Mortgage,3.0,Personal,C,6600.0,12.99,0.0,0.26,Y,2.0
21.0,87000.0,Rent,5.0,Medical,B,11000.0,11.58,0.0,0.13,N,1.0
37.0,65000.0,Mortgage,12.0,Personal,B,11000.0,9.91,0.0,0.17,N,1.0
26.0,46000.0,Rent,4.0,Debtconsolidation,A,9000.0,7.14,0.0,0.2,N,0.0
25.0,30004.0,Rent,3.0,Debtconsolidation,D,3800.0,14.84,1.0,0.13,N,3.0
33.0,40000.0,Mortgage,4.0,Education,A,5000.0,7.51,0.0,0.13,N,0.0
26.0,80000.0,Mortgage,10.0,Homeimprovement,A,7000.0,6.03,0.0,0.09,N,0.0
22.0,62000.0,Mortgage,6.0,Education,A,15075.0,6.03,0.0,0.24,N,0.0
24.0,110400.0,Mortgage,8.0,Venture,A,3000.0,7.49,0.0,0.03,N,0.0
25.0,45000.0,Rent,0.0,Education,B,5000.0,10.74,0.0,0.11,N,1.0
21.0,35760.0,Mortgage,5.0,Homeimprovement,E,2400.0,17.925946497765146,1.0,0.07,N,4.0
25.0,37980.0,Mortgage,7.0,Personal,A,3500.0,6.03,0.0,0.09,N,0.0
30.0,42000.0,Rent,5.0,Medical,B,8000.0,10.0,0.0,0.19,N,1.0
24.0,76000.0,Mortgage,3.0,Venture,C,12000.0,12.990374895852005,1.0,0.16,Y,2.0
24.0,34860.0,Rent,0.0,Venture,B,2000.0,10.407404101331577,0.0,0.06,N,1.0
24.0,33198.0,Rent,3.0,Medical,C,7000.0,14.27,1.0,0.21,N,2.0
22.0,22000.0,Own,1.0,Debtconsolidation,D,8500.0,15.05,0.0,0.39,N,3.0
32.0,39400.0,Rent,2.0,Medical,A,2500.0,7.14,0.0,0.06,N,0.0
26.0,64956.0,Mortgage,0.0,Debtconsolidation,C,7500.0,13.47,0.0,0.12,Y,2.0
25.0,45000.0,Rent,2.0,Personal,B,4800.0,9.45,0.0,0.11,N,1.0
23.0,15000.0,Own,7.0,Medical,B,4475.0,10.426666456674182,1.0,0.3,N,1.0
26.0,75000.0,Mortgage,6.0,Medical,A,6375.0,5.99,0.0,0.09,N,0.0
22.0,80000.0,Mortgage,6.0,Education,B,16000.0,11.99,0.0,0.2,N,1.0
22.0,27360.0,Rent,5.0,Education,A,5000.0,7.51,0.0,0.18,N,0.0
24.0,62500.0,Mortgage,8.0,Debtconsolidation,B,16000.0,10.38,0.0,0.26,N,1.0
27.0,99000.0,Mortgage,4.0,Venture,A,9000.0,7.14,0.0,0.09,N,0.0
24.0,45000.0,Mortgage,0.0,Venture,A,5000.0,6.62,0.0,0.11,N,0.0
29.0,52000.0,Rent,9.0,Personal,A,10000.0,8.0,0.0,0.19,N,0.0
25.0,78000.0,Mortgage,9.0,Debtconsolidation,D,8000.0,16.0,1.0,0.1,N,3.0
31.0,78000.0,Rent,15.0,Education,C,10000.0,14.27,1.0,0.13,N,2.0
29.0,78000.0,Mortgage,7.0,Homeimprovement,A,18000.0,9.38,1.0,0.23,N,0.0
32.0,110000.0,Mortgage,16.0,Homeimprovement,A,6700.0,6.92,0.0,0.06,N,0.0
22.0,53913.0,Mortgage,6.0,Venture,A,11500.0,5.99,0.0,0.21,N,0.0
23.0,67000.0,Mortgage,1.0,Education,E,16000.0,16.32,0.0,0.24,Y,4.0
23.0,65000.0,Mortgage,7.0,Venture,A,14400.0,7.51,0.0,0.22,N,0.0
24.0,52000.0,Rent,3.0,Debtconsolidation,B,4000.0,10.37,0.0,0.08,N,1.0
28.0,47840.0,Rent,0.0,Medical,B,12000.0,10.485231799685536,0.0,0.25,N,1.0
22.0,50000.0,Rent,2.0,Education,A,8000.0,6.62,0.0,0.16,N,0.0
22.0,35000.0,Mortgage,6.0,Personal,C,7500.0,11.34,0.0,0.21,Y,2.0
22.0,275000.0,Own,6.0,Venture,B,12000.0,11.58,0.0,0.04,N,1.0
27.0,56000.0,Rent,2.0,Personal,B,14000.0,10.65,0.0,0.25,N,1.0
28.0,66887.0,Mortgage,2.0,Venture,B,25000.0,10.36,0.0,0.37,N,1.0
24.0,59000.0,Mortgage,3.0,Debtconsolidation,C,6800.0,12.53,1.0,0.12,Y,2.0
23.0,64000.0,Rent,2.0,Personal,B,16000.0,10.74,0.0,0.25,N,1.0
24.0,79200.0,Own,8.0,Venture,A,3800.0,6.62,0.0,0.05,N,0.0
35.0,58000.0,Rent,0.0,Medical,C,12000.0,12.99,0.0,0.21,Y,2.0
24.0,100896.0,Rent,7.0,Homeimprovement,D,15000.0,14.42,0.0,0.15,N,3.0
41.0,113000.0,Rent,1.0,Venture,D,12000.0,16.0,1.0,0.11,Y,3.0
34.0,80300.0,Mortgage,3.0,Personal,C,15000.0,12.73,0.0,0.19,Y,2.0
31.0,62000.0,Mortgage,4.0,Venture,A,6550.0,5.79,0.0,0.11,N,0.0
27.0,53000.0,Mortgage,6.0,Personal,A,5000.0,7.925609314671295,0.0,0.09,N,0.0
30.0,61000.0,Rent,4.0,Education,A,12000.0,6.92,0.0,0.2,N,0.0
29.0,56500.0,Rent,3.0,Education,B,7000.0,10.446317950508558,1.0,0.12,N,1.0
22.0,33996.0,Rent,1.0,Education,D,14900.0,15.37,1.0,0.44,Y,3.0
26.0,78948.0,Mortgage,3.0,Medical,B,17500.0,11.83,0.0,0.22,N,1.0
27.0,21600.0,Rent,0.0,Homeimprovement,D,6000.0,18.07,1.0,0.28,N,3.0
25.0,19200.0,Rent,3.0,Medical,B,5000.0,10.99,1.0,0.26,N,1.0
35.0,60000.0,Mortgage,12.0,Debtconsolidation,C,25000.0,12.73,0.0,0.42,N,2.0
28.0,30000.0,Rent,2.0,Debtconsolidation,A,12000.0,5.42,1.0,0.4,N,0.0
37.0,55900.0,Mortgage,1.0,Personal,B,17000.0,8.7,0.0,0.3,N,1.0
33.0,58000.0,Rent,0.0,Debtconsolidation,B,14400.0,9.91,0.0,0.25,N,1.0
23.0,138000.0,Mortgage,7.0,Venture,B,2700.0,11.86,0.0,0.02,N,1.0
32.0,106000.0,Mortgage,3.0,Venture,A,10000.0,7.964523163848274,0.0,0.09,N,0.0
31.0,78305.0,Mortgage,8.0,Personal,D,10000.0,14.59,1.0,0.13,Y,3.0
35.0,54000.0,Rent,1.0,Medical,D,9000.0,14.46,1.0,0.17,N,3.0
26.0,75000.0,Rent,10.0,Education,D,10000.0,15.58,0.0,0.13,Y,3.0
22.0,57000.0,Rent,6.0,Venture,B,4000.0,10.42296964100237,0.0,0.07,N,1.0
32.0,36000.0,Rent,4.0,Venture,A,5300.0,8.9,0.0,0.15,N,0.0
35.0,50000.0,Rent,4.0,Education,B,10000.0,9.91,0.0,0.2,N,1.0
27.0,49800.0,Rent,3.0,Personal,B,10000.0,10.74,0.0,0.2,N,1.0
23.0,50000.0,Rent,1.0,Debtconsolidation,A,25000.0,7.9,1.0,0.5,N,0.0
27.0,110000.0,Mortgage,4.0,Personal,A,2500.0,8.07,0.0,0.02,N,0.0
36.0,50000.0,Rent,6.0,Venture,C,7200.0,13.98,0.0,0.14,N,2.0
24.0,45000.0,Rent,5.0,Medical,C,1300.0,13.61,0.0,0.03,Y,2.0
26.0,51996.0,Mortgage,2.0,Debtconsolidation,E,6500.0,15.68,1.0,0.13,N,4.0
22.0,71004.0,Rent,6.0,Education,B,1800.0,11.12,0.0,0.03,N,1.0
21.0,41000.0,Rent,4.0,Debtconsolidation,B,8000.0,9.91,1.0,0.2,N,1.0
33.0,100000.0,Mortgage,16.0,Medical,B,15000.0,11.71,0.0,0.15,N,1.0
22.0,44172.0,Rent,4.0,Personal,B,15000.0,10.37,1.0,0.34,N,1.0
26.0,30000.0,Rent,4.0,Debtconsolidation,B,12000.0,11.11,1.0,0.4,N,1.0
26.0,67150.0,Mortgage,9.0,Medical,D,15000.0,14.11,1.0,0.19,Y,3.0
37.0,59000.0,Mortgage,7.0,Medical,A,11000.0,7.97230593368367,0.0,0.19,N,0.0
26.0,48000.0,Rent,10.0,Medical,A,7000.0,9.63,0.0,0.15,N,0.0
33.0,65004.0,Mortgage,14.0,Venture,B,8000.0,11.49,0.0,0.12,N,1.0
23.0,30188.0,Rent,3.0,Personal,C,8000.0,14.65,0.0,0.27,N,2.0
30.0,40000.0,Rent,8.0,Venture,A,2500.0,5.79,0.0,0.06,N,0.0
27.0,104000.0,Own,4.0,Education,E,35000.0,17.99,0.0,0.34,Y,4.0
25.0,50004.0,Own,1.0,Venture,A,10000.0,7.29,0.0,0.2,N,0.0
27.0,30000.0,Rent,0.0,Personal,C,10000.0,12.68,1.0,0.33,N,2.0
33.0,25000.0,Rent,18.0,Education,D,8000.0,15.464386912676893,1.0,0.32,N,3.0
27.0,75400.0,Mortgage,3.0,Personal,A,6000.0,7.74,0.0,0.08,N,0.0
47.0,85000.0,Mortgage,3.0,Homeimprovement,A,10000.0,8.07,0.0,0.12,N,0.0
27.0,66000.0,Rent,2.0,Education,C,8000.0,14.79,0.0,0.12,Y,2.0
36.0,33481.0,Rent,9.0,Medical,E,13475.0,15.68,1.0,0.4,Y,4.0
22.0,40800.0,Mortgage,6.0,Personal,A,7975.0,5.79,0.0,0.2,N,0.0
25.0,62000.0,Rent,9.0,Debtconsolidation,A,5000.0,7.925609314671295,0.0,0.08,N,0.0
31.0,124992.0,Mortgage,15.0,Venture,A,24000.0,8.49,0.0,0.19,N,0.0
25.0,110000.0,Mortgage,1.0,Debtconsolidation,B,10000.0,12.69,0.0,0.09,N,1.0
30.0,76000.0,Mortgage,5.0,Homeimprovement,A,6250.0,7.88,0.0,0.08,N,0.0
21.0,19200.0,Own,0.0,Medical,B,2400.0,9.91,0.0,0.13,N,1.0
24.0,88000.0,Mortgage,8.0,Debtconsolidation,F,30000.0,18.62,1.0,0.34,N,5.0
24.0,40000.0,Rent,2.0,Personal,B,2000.0,11.99,0.0,0.05,N,1.0
22.0,67000.0,Mortgage,7.0,Debtconsolidation,A,8800.0,7.51,0.0,0.13,N,0.0
22.0,81960.0,Rent,6.0,Personal,A,9600.0,7.29,0.0,0.12,N,0.0
21.0,15120.0,Mortgage,0.0,Education,B,1500.0,10.59,0.0,0.1,N,1.0
21.0,33280.0,Rent,0.0,Venture,C,6000.0,13.23,0.0,0.18,Y,2.0
24.0,39875.0,Rent,7.0,Personal,D,13300.0,16.0,1.0,0.33,Y,3.0
24.0,102960.0,Mortgage,2.0,Debtconsolidation,A,16000.0,7.88,0.0,0.16,N,0.0
22.0,25000.0,Rent,3.0,Education,B,3000.0,12.69,0.0,0.12,N,1.0
23.0,90000.0,Mortgage,1.0,Education,B,12000.0,12.18,0.0,0.13,N,1.0
23.0,44496.0,Mortgage,2.0,Venture,A,3500.0,7.913935159918202,0.0,0.08,N,0.0
25.0,52000.0,Rent,9.0,Education,C,16000.0,13.98,1.0,0.31,N,2.0
25.0,37200.0,Rent,3.0,Education,C,14500.0,13.85,1.0,0.39,Y,2.0
23.0,54000.0,Rent,7.0,Education,B,1500.0,9.62,0.0,0.03,N,1.0
26.0,65000.0,Rent,1.0,Venture,A,3000.0,5.79,0.0,0.05,N,0.0
33.0,56136.0,Rent,12.0,Venture,E,19000.0,15.68,1.0,0.34,Y,4.0
23.0,55000.0,Mortgage,7.0,Medical,A,2800.0,7.9084872210334245,0.0,0.05,N,0.0
23.0,99500.0,Mortgage,7.0,Education,D,25000.0,15.7,0.0,0.25,N,3.0
27.0,23004.0,Rent,6.0,Education,F,3000.0,17.8,0.0,0.13,Y,5.0
24.0,51000.0,Mortgage,8.0,Debtconsolidation,B,12000.0,10.485231799685536,1.0,0.24,N,1.0
24.0,51600.0,Rent,8.0,Medical,B,3000.0,10.65,0.0,0.06,N,1.0
22.0,52500.0,Rent,2.0,Education,B,15000.0,10.37,0.0,0.29,N,1.0
22.0,55000.0,Rent,5.0,Personal,D,8000.0,15.31,1.0,0.15,N,3.0
45.0,90000.0,Mortgage,3.0,Venture,B,2500.0,11.99,0.0,0.03,N,1.0
26.0,50000.0,Rent,0.0,Personal,B,4800.0,10.429195856870686,0.0,0.1,N,1.0
27.0,40000.0,Rent,0.0,Debtconsolidation,A,4800.0,7.924052760704217,0.0,0.12,N,0.0
23.0,108000.0,Mortgage,7.0,Homeimprovement,B,18000.0,11.26,1.0,0.17,N,1.0
22.0,67500.0,Rent,2.0,Debtconsolidation,A,5000.0,7.74,0.0,0.07,N,0.0
22.0,118812.0,Mortgage,6.0,Medical,C,15000.0,13.35,0.0,0.13,N,2.0
29.0,21000.0,Rent,7.0,Education,B,6000.0,12.42,0.0,0.29,N,1.0
22.0,34000.0,Rent,4.0,Medical,D,3800.0,18.25,1.0,0.11,Y,3.0
24.0,36600.0,Rent,4.0,Debtconsolidation,B,3000.0,9.33,0.0,0.08,N,1.0
25.0,65004.0,Rent,1.0,Homeimprovement,C,4800.0,13.49,0.0,0.07,N,2.0
22.0,46500.0,Mortgage,0.0,Debtconsolidation,B,9500.0,12.69,1.0,0.2,N,1.0
22.0,50000.0,Rent,4.0,Education,A,10000.0,9.32,0.0,0.2,N,0.0
26.0,21600.0,Rent,9.0,Venture,B,7200.0,10.38,1.0,0.33,N,1.0
34.0,51000.0,Rent,1.0,Medical,A,6000.0,5.99,0.0,0.12,N,0.0
26.0,21000.0,Rent,3.0,Personal,A,5000.0,6.99,0.0,0.24,N,0.0
33.0,53000.0,Rent,13.0,Education,C,10000.0,15.96,0.0,0.19,N,2.0
34.0,39600.0,Mortgage,16.0,Personal,A,2400.0,6.03,0.0,0.06,N,0.0
25.0,35000.0,Rent,1.0,Medical,C,4800.0,10.28,0.0,0.14,N,2.0
41.0,24000.0,Own,3.0,Education,C,4500.0,12.99,0.0,0.19,Y,2.0
24.0,71000.0,Mortgage,6.0,Education,B,5000.0,10.39,1.0,0.07,N,1.0
22.0,66000.0,Rent,6.0,Education,C,25000.0,13.06,1.0,0.38,Y,2.0
27.0,30000.0,Rent,8.0,Debtconsolidation,B,11000.0,9.91,1.0,0.37,N,1.0
21.0,40116.0,Rent,2.0,Venture,A,6500.0,5.79,0.0,0.16,N,0.0
27.0,45000.0,Rent,6.0,Venture,B,3600.0,12.42,0.0,0.08,N,1.0
28.0,205000.0,Rent,13.0,Medical,C,17600.0,13.23,0.0,0.09,N,2.0
24.0,75000.0,Rent,7.0,Homeimprovement,C,24000.0,13.083768133876756,1.0,0.32,N,2.0
24.0,30000.0,Rent,0.0,Venture,B,6000.0,12.42,0.0,0.2,N,1.0
29.0,38004.0,Rent,2.0,Personal,C,1500.0,12.53,1.0,0.04,Y,2.0
23.0,79100.0,Mortgage,4.0,Venture,A,3300.0,5.42,0.0,0.04,N,0.0
22.0,46200.0,Rent,0.0,Venture,A,10000.0,7.29,0.0,0.22,N,0.0
27.0,100000.0,Rent,9.0,Medical,B,20000.0,12.69,0.0,0.2,N,1.0
30.0,120000.0,Mortgage,13.0,Education,B,15000.0,10.508580109191723,0.0,0.13,N,1.0
29.0,34000.0,Rent,4.0,Medical,B,5500.0,10.434643795755463,0.0,0.16,N,1.0
27.0,57504.0,Mortgage,11.0,Medical,B,17000.0,12.18,1.0,0.3,N,1.0
30.0,132640.0,Rent,6.0,Venture,C,8000.0,13.57,0.0,0.06,N,2.0
32.0,40100.0,Rent,3.0,Medical,C,7175.0,12.99,0.0,0.18,Y,2.0
24.0,48912.0,Rent,0.0,Medical,C,20000.0,11.66,1.0,0.41,N,2.0
23.0,62000.0,Mortgage,6.0,Education,B,1800.0,11.71,0.0,0.03,N,1.0
25.0,53000.0,Rent,6.0,Medical,C,3000.0,13.99,0.0,0.06,Y,2.0
26.0,108000.0,Rent,2.0,Personal,D,25000.0,15.05,1.0,0.23,N,3.0
32.0,54000.0,Mortgage,9.0,Education,B,3000.0,10.415186871166974,0.0,0.06,N,1.0
40.0,95000.0,Own,12.0,Homeimprovement,B,5000.0,10.65,0.0,0.05,N,1.0
25.0,31800.0,Rent,2.0,Personal,A,3600.0,7.51,0.0,0.11,N,0.0
21.0,52000.0,Mortgage,5.0,Debtconsolidation,A,5000.0,7.9,0.0,0.1,N,0.0
28.0,61000.0,Mortgage,12.0,Personal,A,12000.0,6.03,0.0,0.2,N,0.0
30.0,24000.0,Own,11.0,Venture,A,6000.0,7.933392084506691,0.0,0.25,N,0.0
27.0,82600.0,Rent,4.0,Medical,B,10800.0,9.76,0.0,0.13,N,1.0
27.0,50100.0,Rent,11.0,Venture,A,6600.0,8.0,0.0,0.13,N,0.0
22.0,31200.0,Rent,4.0,Education,C,6000.0,13.22,0.0,0.19,N,2.0
26.0,20004.0,Rent,2.0,Education,A,2000.0,8.59,1.0,0.1,N,0.0
30.0,150000.0,Mortgage,8.0,Personal,A,5000.0,7.925609314671295,0.0,0.03,N,0.0
25.0,19200.0,Own,4.0,Education,B,3000.0,11.99,1.0,0.16,N,1.0
27.0,57600.0,Mortgage,11.0,Personal,A,8500.0,7.14,0.0,0.15,N,0.0
23.0,147000.0,Mortgage,2.0,Medical,B,24000.0,10.99,0.0,0.16,N,1.0
21.0,53000.0,Own,5.0,Personal,B,14400.0,11.36,0.0,0.27,N,1.0
26.0,85000.0,Mortgage,0.0,Medical,B,8000.0,10.454100720343952,0.0,0.09,N,1.0
25.0,216000.0,Mortgage,2.0,Education,D,25000.0,16.07,0.0,0.12,N,3.0
23.0,18000.0,Rent,1.0,Homeimprovement,D,3000.0,15.99,1.0,0.17,Y,3.0
39.0,84000.0,Own,12.0,Education,A,9875.0,7.51,0.0,0.12,N,0.0
31.0,16800.0,Rent,0.0,Homeimprovement,C,3000.0,14.26,1.0,0.18,Y,2.0
27.0,20000.0,Rent,1.0,Personal,A,7025.0,5.42,1.0,0.35,N,0.0
23.0,145000.0,Mortgage,5.0,Debtconsolidation,B,10000.0,11.71,0.0,0.07,N,1.0
34.0,112123.0,Mortgage,2.0,Education,A,12800.0,8.94,0.0,0.11,N,0.0
23.0,33000.0,Rent,2.0,Venture,A,7000.0,7.9,0.0,0.21,N,0.0
